Summary:
Execution time: 1,53 seconds
Total # of voyages: 2350
Number of installations (excluding depot): 9
Number of time windows: 2
Number of vessels: 5
Min. # of installations: 1
Max. number of installations: 8
Min. duration: 56
Max. duration: 80
Name: FarSearcher	 # of voyages: 492
Name: FarSeeker	 # of voyages: 492
Name: FarStar	 # of voyages: 428
Name: HavilaForesight	 # of voyages: 483
Name: FarSymphony	 # of voyages: 455
------------------------------------------------------------------------------------------------------------------------
Vessel: FarSearcher
Voyages: 
number: 3	 cost: 37969,77	 capacityUsed: 122,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1
number: 199	 cost: 49277,07	 capacityUsed: 563,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-1-6
number: 217	 cost: 70388,89	 capacityUsed: 402,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-5
number: 225	 cost: 43120,47	 capacityUsed: 172,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-8
number: 243	 cost: 78872,40	 capacityUsed: 452,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-4
number: 251	 cost: 38878,71	 capacityUsed: 252,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-7
number: 258	 cost: 47265,27	 capacityUsed: 453,96	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-6
number: 265	 cost: 72715,80	 capacityUsed: 282,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-5
number: 269	 cost: 37569,83	 capacityUsed: 160,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-9
number: 323	 cost: 85331,99	 capacityUsed: 575,00	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-1-4
number: 343	 cost: 50186,02	 capacityUsed: 374,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-2-7
number: 362	 cost: 50392,05	 capacityUsed: 576,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-6
number: 382	 cost: 81599,25	 capacityUsed: 404,72	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-5-4
number: 389	 cost: 46453,28	 capacityUsed: 282,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-9
number: 407	 cost: 67965,03	 capacityUsed: 421,08	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-5
number: 415	 cost: 38272,75	 capacityUsed: 191,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-8
number: 422	 cost: 42417,55	 capacityUsed: 265,44	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-7
number: 430	 cost: 83017,21	 capacityUsed: 456,12	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-6-4
number: 484	 cost: 76848,48	 capacityUsed: 543,68	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-5-3-2
number: 505	 cost: 49580,06	 capacityUsed: 313,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-8-2
number: 523	 cost: 48877,14	 capacityUsed: 388,04	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-7
number: 531	 cost: 81805,28	 capacityUsed: 424,80	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-5-6
number: 549	 cost: 85441,07	 capacityUsed: 578,72	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-6-4
number: 568	 cost: 47968,19	 capacityUsed: 595,08	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-6
number: 576	 cost: 73018,78	 capacityUsed: 267,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-7
number: 595	 cost: 81599,25	 capacityUsed: 423,24	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-5-4
number: 602	 cost: 44029,42	 capacityUsed: 301,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-9
number: 609	 cost: 44235,44	 capacityUsed: 204,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-8
number: 627	 cost: 50695,03	 capacityUsed: 327,16	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-8
number: 685	 cost: 54427,78	 capacityUsed: 717,68	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-1-6
number: 741	 cost: 88058,83	 capacityUsed: 545,84	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-1-5-4
number: 760	 cost: 52912,86	 capacityUsed: 423,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-9-2
number: 780	 cost: 79478,37	 capacityUsed: 390,20	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-1-4
number: 798	 cost: 84629,07	 capacityUsed: 547,40	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-5-6
number: 817	 cost: 46453,28	 capacityUsed: 406,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-7
number: 837	 cost: 82714,22	 capacityUsed: 436,68	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-3-5-4
number: 845	 cost: 62414,40	 capacityUsed: 236,28	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-5
number: 851	 cost: 47568,25	 capacityUsed: 314,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-9
number: 870	 cost: 84229,14	 capacityUsed: 597,24	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-6-4
number: 877	 cost: 72412,82	 capacityUsed: 206,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-8
number: 933	 cost: 87452,87	 capacityUsed: 719,84	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-1-6-4
number: 989	 cost: 55336,72	 capacityUsed: 529,16	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-2-7
number: 1047	 cost: 89173,81	 capacityUsed: 559,28	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-3-5-4
number: 1066	 cost: 54027,84	 capacityUsed: 437,16	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-9
number: 1085	 cost: 79478,37	 capacityUsed: 408,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-7-4
number: 1104	 cost: 85441,07	 capacityUsed: 610,68	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-3-6-4
number: 1123	 cost: 48271,17	 capacityUsed: 345,68	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-8
number: 1142	 cost: 78872,40	 capacityUsed: 329,32	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-1-8
number: 1151	 cost: 46053,34	 capacityUsed: 410,28	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-6
number: 1157	 cost: 75745,62	 capacityUsed: 316,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-9
number: 1165	 cost: 62414,40	 capacityUsed: 175,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-5
number: 1183	 cost: 68571,00	 capacityUsed: 358,88	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-1-5
number: 1201	 cost: 84629,07	 capacityUsed: 565,92	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-5-6
number: 1258	 cost: 88470,89	 capacityUsed: 688,52	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-1-5-6
number: 1314	 cost: 54730,76	 capacityUsed: 468,28	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-2-8
number: 1371	 cost: 85937,96	 capacityUsed: 531,32	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-7-1-4
number: 1381	 cost: 64838,26	 capacityUsed: 285,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-9-5
number: 1388	 cost: 47265,27	 capacityUsed: 349,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-6
number: 1405	 cost: 85744,05	 capacityUsed: 579,36	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-3-5-6
number: 1425	 cost: 48574,15	 capacityUsed: 532,88	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-1-6
number: 1443	 cost: 78872,40	 capacityUsed: 347,84	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-8-4
number: 1462	 cost: 51603,98	 capacityUsed: 455,68	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-9
number: 1518	 cost: 88567,84	 capacityUsed: 733,28	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-3-6-4
number: 1539	 cost: 68571,00	 capacityUsed: 377,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-7-5
number: 1558	 cost: 82205,21	 capacityUsed: 439,32	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-9-1-4
number: 1614	 cost: 86749,95	 capacityUsed: 577,80	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-5-4
number: 1633	 cost: 78169,49	 capacityUsed: 422,16	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-3-7
number: 1653	 cost: 67965,03	 capacityUsed: 298,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-1-5
number: 1708	 cost: 58063,57	 capacityUsed: 578,28	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-1-9
number: 1883	 cost: 93209,54	 capacityUsed: 700,40	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-1-3-2
number: 1937	 cost: 85331,99	 capacityUsed: 470,44	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-8-1-4
number: 1958	 cost: 48477,20	 capacityUsed: 472,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-1-6
number: 2013	 cost: 77454,45	 capacityUsed: 500,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-1-5-7
number: 2034	 cost: 67965,03	 capacityUsed: 316,52	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-8-5
number: 2041	 cost: 37569,83	 capacityUsed: 160,88	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-8
number: 2096	 cost: 84629,07	 capacityUsed: 544,76	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-1-3-7
number: 2154	 cost: 86143,98	 capacityUsed: 751,80	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-6-4
number: 2174	 cost: 47265,27	 capacityUsed: 551,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-7-6
number: 2182	 cost: 46053,34	 capacityUsed: 459,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-9-6
number: 2199	 cost: 79987,38	 capacityUsed: 361,28	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-3-8
number: 2219	 cost: 67262,12	 capacityUsed: 390,84	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-3-5
number: 2274	 cost: 88470,89	 capacityUsed: 701,96	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-3-5-6
number: 2295	 cost: 71297,84	 capacityUsed: 408,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-9-1-5
number: 2314	 cost: 82205,21	 capacityUsed: 457,84	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-9-4
number: 2332	 cost: 90894,75	 capacityUsed: 581,52	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-6
number: 2389	 cost: 88664,80	 capacityUsed: 580,44	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-9-1-4
number: 2445	 cost: 86446,97	 capacityUsed: 483,88	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-1-3-8
number: 2503	 cost: 92106,68	 capacityUsed: 704,12	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-1-6
number: 2522	 cost: 71297,84	 capacityUsed: 426,52	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-9-5
number: 2540	 cost: 80896,33	 capacityUsed: 393,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-5-7
number: 2711	 cost: 92603,57	 capacityUsed: 874,40	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-1-6-4
number: 2767	 cost: 76848,48	 capacityUsed: 439,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-5-8-2
number: 2788	 cost: 47265,27	 capacityUsed: 490,52	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-2-6
number: 2795	 cost: 43326,50	 capacityUsed: 270,88	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-9
number: 2850	 cost: 55033,74	 capacityUsed: 674,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-1-6-7
number: 2871	 cost: 51301,00	 capacityUsed: 582,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-9-1-6
number: 2926	 cost: 76145,56	 capacityUsed: 513,44	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-5-3-7
number: 2983	 cost: 84629,07	 capacityUsed: 563,28	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-7-3-4
number: 3004	 cost: 69080,01	 capacityUsed: 329,96	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-3-5
number: 3023	 cost: 47265,27	 capacityUsed: 564,84	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-3-6
number: 3041	 cost: 48877,14	 capacityUsed: 283,48	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-7-8
number: 3060	 cost: 83320,19	 capacityUsed: 471,28	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-3-9
number: 3116	 cost: 87258,96	 capacityUsed: 720,48	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-5-6
number: 3174	 cost: 84023,11	 capacityUsed: 502,40	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-3-2-8
number: 3346	 cost: 91088,66	 capacityUsed: 685,88	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-1-3-2-7
number: 3401	 cost: 89779,77	 capacityUsed: 593,88	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-1-3-9
number: 3421	 cost: 80290,36	 capacityUsed: 332,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-5-8
number: 3593	 cost: 88470,89	 capacityUsed: 843,08	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-5-1-6
number: 3600	 cost: 45144,39	 capacityUsed: 210,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-9
number: 3653	 cost: 93318,61	 capacityUsed: 722,64	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-5-4-6
number: 3712	 cost: 53724,86	 capacityUsed: 687,44	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-3-1-6
number: 3767	 cost: 77963,46	 capacityUsed: 452,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-5-8
number: 3788	 cost: 49083,16	 capacityUsed: 503,96	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-3-6
number: 3807	 cost: 51301,00	 capacityUsed: 600,52	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-9-6
number: 3862	 cost: 76145,56	 capacityUsed: 531,96	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-5-7
number: 3882	 cost: 44029,42	 capacityUsed: 302,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-7-8
number: 3903	 cost: 84229,13	 capacityUsed: 567,00	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-7-6-4
number: 3960	 cost: 80181,29	 capacityUsed: 549,12	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-9-1-5-2
number: 4015	 cost: 54427,78	 capacityUsed: 613,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-8-1-6
number: 4034	 cost: 52209,94	 capacityUsed: 393,48	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-9-7
number: 4090	 cost: 87355,91	 capacityUsed: 515,60	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-1-7
number: 4110	 cost: 74836,68	 capacityUsed: 439,96	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-5-9
number: 4166	 cost: 75539,60	 capacityUsed: 471,08	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-5-8
number: 4337	 cost: 90482,69	 capacityUsed: 625,00	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-1-3-2-8
number: 4503	 cost: 95330,41	 capacityUsed: 845,24	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-5-4-1-6
number: 4559	 cost: 81296,26	 capacityUsed: 562,56	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-3-5-9
number: 4579	 cost: 83623,17	 capacityUsed: 442,12	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-9
number: 4637	 cost: 55542,75	 capacityUsed: 626,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-3-1-6
number: 4692	 cost: 89779,77	 capacityUsed: 612,40	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-4-9
number: 4712	 cost: 51603,98	 capacityUsed: 332,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-1-9
number: 4732	 cost: 52415,97	 capacityUsed: 613,96	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-9-3-6
number: 4751	 cost: 84229,14	 capacityUsed: 535,68	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-7-5-6
number: 4771	 cost: 85441,07	 capacityUsed: 506,12	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-8-6-4
number: 4938	 cost: 82605,15	 capacityUsed: 654,56	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-5-3-2-7
number: 4996	 cost: 55336,72	 capacityUsed: 424,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-2-7-8
number: 5053	 cost: 86749,95	 capacityUsed: 454,72	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-1-8
number: 5112	 cost: 86749,95	 capacityUsed: 689,60	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-7-1-6-4
number: 5168	 cost: 87355,91	 capacityUsed: 534,12	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-7-5-4
number: 5225	 cost: 57760,58	 capacityUsed: 723,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-9-1-6
number: 5281	 cost: 53724,86	 capacityUsed: 705,96	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-6-7
number: 5337	 cost: 92106,68	 capacityUsed: 736,08	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-3-6
number: 5355	 cost: 47568,25	 capacityUsed: 315,44	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-7-8
number: 5376	 cost: 49786,08	 capacityUsed: 412,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-9-7-2
number: 5432	 cost: 85441,07	 capacityUsed: 708,12	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-7-6-4
number: 5487	 cost: 61299,42	 capacityUsed: 736,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-6-9
number: 5546	 cost: 86653,00	 capacityUsed: 628,72	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-8-1-6-4
number: 5565	 cost: 84229,14	 capacityUsed: 474,80	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-8-5-6
number: 5620	 cost: 90082,76	 capacityUsed: 564,72	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-1-9
number: 5640	 cost: 49180,12	 capacityUsed: 351,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-2-9
number: 5696	 cost: 86047,03	 capacityUsed: 547,56	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-3-7
number: 5716	 cost: 50901,06	 capacityUsed: 425,44	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-3-9
number: 5772	 cost: 58669,53	 capacityUsed: 534,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-9-2-7
number: 5937	 cost: 94021,53	 capacityUsed: 858,68	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-1-3-6
number: 5993	 cost: 54027,84	 capacityUsed: 438,04	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-7-8
number: 6166	 cost: 81999,18	 capacityUsed: 593,68	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-8-1-5-3-2
number: 6338	 cost: 93815,50	 capacityUsed: 656,72	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-1-2-7
number: 6394	 cost: 86749,95	 capacityUsed: 473,24	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-8-5-4
number: 6415	 cost: 84229,13	 capacityUsed: 616,12	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-9-6-4
number: 6432	 cost: 78169,49	 capacityUsed: 317,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-7-8
number: 6602	 cost: 96239,36	 capacityUsed: 735,00	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-4-1-9
number: 6660	 cost: 88470,89	 capacityUsed: 658,28	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-7-1-5-6
number: 6716	 cost: 78872,40	 capacityUsed: 581,08	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-5-9
number: 6774	 cost: 53118,89	 capacityUsed: 645,08	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-2-3-6
number: 6943	 cost: 60184,44	 capacityUsed: 828,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-1-6-7
number: 7003	 cost: 85441,07	 capacityUsed: 721,56	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-7-3-6-4
number: 7023	 cost: 81502,29	 capacityUsed: 427,60	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-7-9-4
number: 7194	 cost: 85331,99	 capacityUsed: 703,68	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-9-1-5-3-2
number: 7365	 cost: 93209,54	 capacityUsed: 595,84	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-1-2-8
number: 7384	 cost: 67262,12	 capacityUsed: 286,28	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-8-5
number: 7439	 cost: 58875,56	 capacityUsed: 755,08	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-6-9
number: 7498	 cost: 87864,92	 capacityUsed: 486,68	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-8-3-5-4
number: 7666	 cost: 62002,34	 capacityUsed: 767,68	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-6-2-8
number: 7840	 cost: 91900,65	 capacityUsed: 830,72	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-7-6-1-4
number: 7898	 cost: 89476,79	 capacityUsed: 738,72	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-9-1-6-4
number: 7954	 cost: 88470,89	 capacityUsed: 597,40	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-8-1-5-6
number: 8010	 cost: 57360,65	 capacityUsed: 548,04	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-3-1-9
number: 8031	 cost: 86047,03	 capacityUsed: 584,80	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-9-5-6
number: 8086	 cost: 58063,57	 capacityUsed: 473,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-9-2-8
number: 8144	 cost: 84629,07	 capacityUsed: 440,20	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-1-8-7
number: 8203	 cost: 90082,76	 capacityUsed: 583,24	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-9-2
number: 8259	 cost: 85441,07	 capacityUsed: 647,24	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-8-2-6-4
number: 8418	 cost: 94021,53	 capacityUsed: 877,20	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-5-4-6
number: 8439	 cost: 52718,96	 capacityUsed: 364,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-3-9
number: 8608	 cost: 92506,62	 capacityUsed: 670,16	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-1-3-7
number: 8667	 cost: 51603,98	 capacityUsed: 456,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-7-8
number: 8725	 cost: 88470,89	 capacityUsed: 676,80	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-7-5-6
number: 8783	 cost: 89476,79	 capacityUsed: 757,24	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-9-6-4
number: 8951	 cost: 65335,15	 capacityUsed: 877,68	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-1-6-9
number: 9422	 cost: 100481,12	 capacityUsed: 999,80	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-1-6-4-5
