Summary:
Execution time: 41,03 seconds
Total # of voyages: 20960
Number of installations (excluding depot): 13
Number of time windows: 3
Number of vessels: 5
Min. # of installations: 1
Max. number of installations: 8
Min. duration: 56
Max. duration: 80
Name: FarSeeker	 # of voyages: 4839
Name: FarStar	 # of voyages: 3032
Name: FarSearcher	 # of voyages: 4839
Name: FarSymphony	 # of voyages: 3802
Name: HavilaForesight	 # of voyages: 4448
------------------------------------------------------------------------------------------------------------------------
Vessel: FarSeeker
Voyages: 
number: 3	 cost: 37969,77	 capacityUsed: 122,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1
number: 178	 cost: 63929,31	 capacityUsed: 279,96	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-5
number: 199	 cost: 49277,07	 capacityUsed: 563,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-1-6
number: 217	 cost: 70388,89	 capacityUsed: 402,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-5
number: 225	 cost: 43120,47	 capacityUsed: 172,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-8
number: 243	 cost: 78872,40	 capacityUsed: 452,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-4
number: 251	 cost: 38878,71	 capacityUsed: 252,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-7
number: 258	 cost: 47265,27	 capacityUsed: 453,96	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-6
number: 265	 cost: 72715,80	 capacityUsed: 282,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-5
number: 269	 cost: 37569,83	 capacityUsed: 160,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-9
number: 287	 cost: 81599,25	 capacityUsed: 404,72	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-5-4
number: 291	 cost: 39448,32	 capacityUsed: 333,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-10
number: 308	 cost: 50392,05	 capacityUsed: 576,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-6
number: 364	 cost: 85331,99	 capacityUsed: 575,00	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-1-4
number: 384	 cost: 50186,02	 capacityUsed: 374,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-2-7
number: 392	 cost: 46453,28	 capacityUsed: 282,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-9
number: 410	 cost: 67965,03	 capacityUsed: 421,08	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-5
number: 419	 cost: 83017,21	 capacityUsed: 456,12	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-6-4
number: 425	 cost: 38272,75	 capacityUsed: 191,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-8
number: 432	 cost: 42417,55	 capacityUsed: 265,44	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-7
number: 439	 cost: 44235,44	 capacityUsed: 204,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-8
number: 457	 cost: 48877,14	 capacityUsed: 388,04	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-7
number: 465	 cost: 44029,42	 capacityUsed: 301,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-9
number: 522	 cost: 76848,48	 capacityUsed: 543,68	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-5-3-2
number: 543	 cost: 49580,06	 capacityUsed: 313,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-8-2
number: 562	 cost: 81599,25	 capacityUsed: 423,24	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-5-4
number: 580	 cost: 85441,07	 capacityUsed: 578,72	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-6-4
number: 588	 cost: 46719,90	 capacityUsed: 456,20	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-10
number: 606	 cost: 47968,19	 capacityUsed: 595,08	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-6
number: 614	 cost: 81805,28	 capacityUsed: 424,80	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-5-6
number: 621	 cost: 73018,78	 capacityUsed: 267,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-7
number: 628	 cost: 43120,47	 capacityUsed: 257,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-11
number: 685	 cost: 54427,78	 capacityUsed: 717,68	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-1-6
number: 704	 cost: 79478,37	 capacityUsed: 390,20	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-1-4
number: 723	 cost: 84229,14	 capacityUsed: 597,24	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-6-4
number: 779	 cost: 88058,83	 capacityUsed: 545,84	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-1-5-4
number: 798	 cost: 46453,28	 capacityUsed: 406,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-7
number: 807	 cost: 62414,40	 capacityUsed: 236,28	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-5
number: 824	 cost: 52912,86	 capacityUsed: 423,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-9-2
number: 832	 cost: 72412,82	 capacityUsed: 206,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-8
number: 836	 cost: 47265,27	 capacityUsed: 73,50	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-12
number: 842	 cost: 47568,25	 capacityUsed: 314,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-9
number: 860	 cost: 50695,03	 capacityUsed: 327,16	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-8
number: 879	 cost: 84629,07	 capacityUsed: 547,40	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-5-6
number: 899	 cost: 82714,22	 capacityUsed: 436,68	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-3-5-4
number: 906	 cost: 44296,04	 capacityUsed: 474,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-10
number: 962	 cost: 87452,87	 capacityUsed: 719,84	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-1-6-4
number: 981	 cost: 84629,07	 capacityUsed: 565,92	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-5-6
number: 1037	 cost: 55336,72	 capacityUsed: 529,16	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-2-7
number: 1047	 cost: 62414,40	 capacityUsed: 175,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-5
number: 1064	 cost: 85441,07	 capacityUsed: 610,68	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-3-6-4
number: 1072	 cost: 53724,86	 capacityUsed: 196,10	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-12
number: 1079	 cost: 75745,62	 capacityUsed: 316,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-9
number: 1097	 cost: 51155,57	 capacityUsed: 597,32	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-2-10
number: 1116	 cost: 78872,40	 capacityUsed: 329,32	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-1-8
number: 1136	 cost: 68571,00	 capacityUsed: 358,88	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-1-5
number: 1144	 cost: 46053,34	 capacityUsed: 410,28	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-6
number: 1201	 cost: 89173,81	 capacityUsed: 559,28	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-3-5-4
number: 1220	 cost: 48271,17	 capacityUsed: 345,68	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-8
number: 1228	 cost: 38272,75	 capacityUsed: 276,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-11
number: 1246	 cost: 54027,84	 capacityUsed: 437,16	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-9
number: 1265	 cost: 79478,37	 capacityUsed: 408,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-7-4
number: 1273	 cost: 46719,90	 capacityUsed: 488,16	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-10
number: 1291	 cost: 85744,05	 capacityUsed: 579,36	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-3-5-6
number: 1348	 cost: 88470,89	 capacityUsed: 688,52	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-1-5-6
number: 1404	 cost: 54730,76	 capacityUsed: 468,28	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-2-8
number: 1425	 cost: 82205,21	 capacityUsed: 439,32	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-9-1-4
number: 1432	 cost: 43120,47	 capacityUsed: 272,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-13
number: 1439	 cost: 53724,86	 capacityUsed: 214,62	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-12
number: 1447	 cost: 47265,27	 capacityUsed: 349,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-6
number: 1464	 cost: 78872,40	 capacityUsed: 347,84	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-8-4
number: 1520	 cost: 85937,96	 capacityUsed: 531,32	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-7-1-4
number: 1529	 cost: 44235,44	 capacityUsed: 289,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-11
number: 1585	 cost: 86749,95	 capacityUsed: 577,80	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-5-4
number: 1604	 cost: 49580,06	 capacityUsed: 398,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-2-11
number: 1624	 cost: 67965,03	 capacityUsed: 298,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-1-5
number: 1642	 cost: 78169,49	 capacityUsed: 422,16	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-3-7
number: 1651	 cost: 87319,56	 capacityUsed: 490,32	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-10-4
number: 1668	 cost: 51603,98	 capacityUsed: 455,68	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-9
number: 1688	 cost: 48574,15	 capacityUsed: 532,88	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-1-6
number: 1707	 cost: 68571,00	 capacityUsed: 377,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-7-5
number: 1762	 cost: 88567,84	 capacityUsed: 733,28	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-3-6-4
number: 1782	 cost: 52270,54	 capacityUsed: 610,76	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-10
number: 1792	 cost: 64838,26	 capacityUsed: 285,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-9-5
number: 1810	 cost: 90349,38	 capacityUsed: 612,92	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-1-10
number: 1866	 cost: 85331,99	 capacityUsed: 470,44	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-8-1-4
number: 1923	 cost: 84629,07	 capacityUsed: 544,76	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-1-3-7
number: 1944	 cost: 47265,27	 capacityUsed: 551,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-7-6
number: 1962	 cost: 79987,38	 capacityUsed: 361,28	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-3-8
number: 1981	 cost: 50695,03	 capacityUsed: 412,16	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-11
number: 2001	 cost: 67262,12	 capacityUsed: 390,84	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-3-5
number: 2008	 cost: 85501,66	 capacityUsed: 459,00	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-5-10
number: 2027	 cost: 48477,20	 capacityUsed: 472,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-1-6
number: 2083	 cost: 86143,98	 capacityUsed: 751,80	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-6-4
number: 2103	 cost: 67965,03	 capacityUsed: 316,52	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-8-5
number: 2121	 cost: 49846,68	 capacityUsed: 629,28	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-10
number: 2296	 cost: 93209,54	 capacityUsed: 700,40	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-1-3-2
number: 2350	 cost: 88470,89	 capacityUsed: 701,96	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-3-5-6
number: 2371	 cost: 82205,21	 capacityUsed: 457,84	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-9-4
number: 2378	 cost: 72412,82	 capacityUsed: 291,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-11
number: 2385	 cost: 38272,75	 capacityUsed: 291,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-13
number: 2403	 cost: 90894,75	 capacityUsed: 581,52	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-6
number: 2459	 cost: 58063,57	 capacityUsed: 578,28	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-1-9
number: 2480	 cost: 71297,84	 capacityUsed: 408,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-9-1-5
number: 2487	 cost: 54839,83	 capacityUsed: 228,06	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-12
number: 2494	 cost: 37569,83	 capacityUsed: 160,88	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-8
number: 2549	 cost: 77454,45	 capacityUsed: 500,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-1-5-7
number: 2569	 cost: 60184,44	 capacityUsed: 337,22	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-12-2
number: 2578	 cost: 46053,34	 capacityUsed: 459,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-9-6
number: 2632	 cost: 55033,74	 capacityUsed: 674,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-1-6-7
number: 2693	 cost: 66001,71	 capacityUsed: 751,88	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-10-2
number: 2712	 cost: 48271,17	 capacityUsed: 430,68	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-11
number: 2883	 cost: 92603,57	 capacityUsed: 874,40	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-1-6-4
number: 2902	 cost: 61299,42	 capacityUsed: 350,66	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-12
number: 2922	 cost: 51301,00	 capacityUsed: 582,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-9-1-6
number: 2940	 cost: 48877,14	 capacityUsed: 283,48	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-7-8
number: 2996	 cost: 87258,96	 capacityUsed: 720,48	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-5-6
number: 3006	 cost: 63929,31	 capacityUsed: 260,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-11-5
number: 3060	 cost: 86446,97	 capacityUsed: 483,88	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-1-3-8
number: 3118	 cost: 92106,68	 capacityUsed: 704,12	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-1-6
number: 3125	 cost: 73321,76	 capacityUsed: 230,22	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-12
number: 3144	 cost: 71297,84	 capacityUsed: 426,52	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-9-5
number: 3151	 cost: 44235,44	 capacityUsed: 304,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-13
number: 3206	 cost: 76145,56	 capacityUsed: 513,44	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-5-3-7
number: 3227	 cost: 47265,27	 capacityUsed: 490,52	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-2-6
number: 3246	 cost: 69080,01	 capacityUsed: 329,96	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-3-5
number: 3253	 cost: 43326,50	 capacityUsed: 270,88	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-9
number: 3309	 cost: 88664,80	 capacityUsed: 580,44	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-9-1-4
number: 3328	 cost: 49580,06	 capacityUsed: 413,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-2-13
number: 3347	 cost: 80896,33	 capacityUsed: 393,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-5-7
number: 3366	 cost: 83320,19	 capacityUsed: 471,28	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-3-9
number: 3386	 cost: 47265,27	 capacityUsed: 564,84	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-3-6
number: 3405	 cost: 90349,38	 capacityUsed: 631,44	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-2-10
number: 3424	 cost: 78872,40	 capacityUsed: 414,32	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-11-1-4
number: 3442	 cost: 85501,66	 capacityUsed: 581,60	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-5-1-10
number: 3499	 cost: 84629,07	 capacityUsed: 563,28	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-7-3-4
number: 3556	 cost: 76848,48	 capacityUsed: 439,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-5-8-2
number: 3565	 cost: 68534,64	 capacityUsed: 633,00	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-6-10
number: 3622	 cost: 53724,86	 capacityUsed: 687,44	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-3-1-6
number: 3793	 cost: 91088,66	 capacityUsed: 685,88	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-1-3-2-7
number: 3849	 cost: 54427,78	 capacityUsed: 613,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-8-1-6
number: 3908	 cost: 80181,29	 capacityUsed: 549,12	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-9-1-5-2
number: 3915	 cost: 62414,40	 capacityUsed: 198,90	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-12-5
number: 3933	 cost: 79781,35	 capacityUsed: 352,82	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-12-4
number: 3952	 cost: 67965,03	 capacityUsed: 383,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-11-1-5
number: 3970	 cost: 80290,36	 capacityUsed: 332,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-5-8
number: 3989	 cost: 70958,50	 capacityUsed: 755,60	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-6-10
number: 4010	 cost: 90349,38	 capacityUsed: 644,88	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-3-10
number: 4017	 cost: 45144,39	 capacityUsed: 210,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-9
number: 4024	 cost: 45507,97	 capacityUsed: 444,48	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-10
number: 4031	 cost: 72412,82	 capacityUsed: 306,72	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-13
number: 4086	 cost: 87355,91	 capacityUsed: 515,60	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-1-7
number: 4144	 cost: 84023,11	 capacityUsed: 502,40	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-3-2-8
number: 4164	 cost: 49083,16	 capacityUsed: 503,96	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-3-6
number: 4183	 cost: 51301,00	 capacityUsed: 600,52	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-9-6
number: 4201	 cost: 44029,42	 capacityUsed: 302,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-7-8
number: 4210	 cost: 46053,34	 capacityUsed: 434,40	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-11-6
number: 4227	 cost: 58875,56	 capacityUsed: 369,18	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-12
number: 4246	 cost: 85501,66	 capacityUsed: 600,12	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-5-2-10
number: 4418	 cost: 88470,89	 capacityUsed: 843,08	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-5-1-6
number: 4471	 cost: 93318,61	 capacityUsed: 722,64	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-5-4-6
number: 4528	 cost: 89779,77	 capacityUsed: 593,88	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-1-3-9
number: 4548	 cost: 50695,03	 capacityUsed: 427,16	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-13
number: 4609	 cost: 91561,31	 capacityUsed: 754,04	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-1-2-10
number: 4664	 cost: 76145,56	 capacityUsed: 531,96	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-5-7
number: 4686	 cost: 84229,13	 capacityUsed: 567,00	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-7-6-4
number: 4704	 cost: 78872,40	 capacityUsed: 432,84	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-11-2-4
number: 4759	 cost: 54730,76	 capacityUsed: 553,28	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-2-11
number: 4779	 cost: 52209,94	 capacityUsed: 393,48	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-9-7
number: 4835	 cost: 77963,46	 capacityUsed: 452,56	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-1-3-5-8
number: 4855	 cost: 74836,68	 capacityUsed: 439,96	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-3-5-9
number: 4876	 cost: 85441,07	 capacityUsed: 506,12	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-8-6-4
number: 4894	 cost: 78872,40	 capacityUsed: 429,32	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-13-1-4
number: 4950	 cost: 57760,58	 capacityUsed: 723,12	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-9-1-6
number: 5120	 cost: 90482,69	 capacityUsed: 625,00	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-1-3-2-8
number: 5129	 cost: 39993,69	 capacityUsed: 245,88	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-11
number: 5147	 cost: 48271,17	 capacityUsed: 445,68	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-13
number: 5202	 cost: 92106,68	 capacityUsed: 736,08	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-4-5-3-6
number: 5257	 cost: 75539,60	 capacityUsed: 471,08	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-3-5-8
number: 5279	 cost: 49786,08	 capacityUsed: 412,00	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-9-7-2
number: 5285	 cost: 44296,04	 capacityUsed: 383,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-10
number: 5341	 cost: 87355,91	 capacityUsed: 534,12	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-7-5-4
number: 5397	 cost: 89779,77	 capacityUsed: 612,40	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-3-4-9
number: 5456	 cost: 86749,95	 capacityUsed: 689,60	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-7-1-6-4
number: 5474	 cost: 69746,57	 capacityUsed: 774,12	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-6-10
number: 5532	 cost: 87925,52	 capacityUsed: 722,72	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-1-5-2-10
number: 5553	 cost: 85501,66	 capacityUsed: 613,56	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-5-3-10
number: 5719	 cost: 95330,41	 capacityUsed: 845,24	 departureTime: 80.0	 currentInstallation: 0	 visited: 0-2-5-4-1-6
number: 5738	 cost: 79987,38	 capacityUsed: 446,28	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-4-3-11
number: 5758	 cost: 50452,65	 capacityUsed: 567,08	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-7-1-10
number: 5776	 cost: 51603,98	 capacityUsed: 332,60	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-8-1-9
number: 5796	 cost: 79781,35	 capacityUsed: 371,34	 departureTime: 56.0	 currentInstallation: 0	 visited: 0-2-12-4
